"","Carpinteria.interaction.type","Carpinteria.con.taxonomy","Carpinteria.con.taxonomy.level","Carpinteria.con.common","Carpinteria.con.lifestage","Carpinteria.res.taxonomy","Carpinteria.res.taxonomy.level","Carpinteria.res.common","Carpinteria.res.lifestage","Carpinteria.con_taxon_id","Carpinteria.res_taxon_id"
"870","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria","Cymatogaster aggregata","species","Shiner Surfperch","adults",84,40
"871","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Ceryle alcyon","species","Belted Kingfisher","adults",38,30
"872","parasitic","Stictodora hancocki","species","Stictodora hancocki","adults","Nycticorax nycticorax","species","Black-crowned Night Heron","adults",92,80
"873","parasitic","Stictodora hancocki","species","Stictodora hancocki","adults","Egretta alba","species","Great Egret","adults",92,42
"874","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Larus philadelphia","species","Bonaparte's Gull","adults",74,62
"875","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Pluvialis squatarola","species","Black-bellied Plover","adults",74,92
"876","parasitic","Maritrema sp.","genus","Maritrema sp.","adults","Melanitta perspicillata","species","Surf Scoter","adults",58,71
"877","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Butorides virescens","species","Green Heron","adults",74,19
"878","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Limnodromus scilopaceus","species","Long-billed Dowitcher","adults",72,64
"879","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Catoptrophorus semipalmatus","species","Willet","adults",74,28
"880","parasitic","Maritrema sp.","genus","Maritrema sp.","adults","Anas platyrhynchos","species","Mallard","adults",58,12
"881","parasitic","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",61,88
"882","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Recurvirostra americana","species","American Avocet","adults",74,101
"883","parasitic","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","adults","Ardea herodius","species","Great Blue Heron","adults",61,14
"884","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Butorides virescens","species","Green Heron","adults",38,19
"885","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Limosa fedoa","species","Marbled Godwit","adults",74,66
"886","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Egretta thula","species","Snowy Egret","adults",74,44
"887","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",84,88
"888","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Podilymbus podiceps","species","Pied-billed Grebe","adults",74,93
"889","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","adults","Ardea herodius","species","Great Blue Heron","adults",84,14
"890","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Recurvirostra americana","species","American Avocet","adults",38,101
"891","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Larus canus","species","Mew Gull","adults",74,60
"892","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Larus philadelphia","species","Bonaparte's Gull","adults",72,62
"893","parasitic","Renicola buchanani","species","Renicola buchanani","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",86,88
"894","parasitic","Renicola cerithidicola","species","Renicola cerithidicola","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",87,88
"895","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Egretta thula","species","Snowy Egret","adults",38,44
"896","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Larus delawarensis","species","Ring-billed Gull","adults",74,61
"897","parasitic","Renicola buchanani","species","Renicola buchanani","adults","Ardea herodius","species","Great Blue Heron","adults",86,14
"898","parasitic","Renicola cerithidicola","species","Renicola cerithidicola","adults","Ardea herodius","species","Great Blue Heron","adults",87,14
"899","parasitic","Stictodora hancocki","species","Stictodora hancocki","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",92,88
"900","parasitic","Stictodora hancocki","species","Stictodora hancocki","adults","Ardea herodius","species","Great Blue Heron","adults",92,14
"901","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Podilymbus podiceps","species","Pied-billed Grebe","adults",38,93
"902","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Catoptrophorus semipalmatus","species","Willet","adults",72,28
"903","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Larus californicus","species","California Gull","adults",74,59
"904","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Numenius americanus","species","Long-billed Curlew","adults",74,77
"905","parasitic","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","adults","Procyon locator","species","Raccoon","adults",61,98
"906","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Nycticorax nycticorax","species","Black-crowned Night Heron","adults",74,80
"907","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Egretta alba","species","Great Egret","adults",74,42
"908","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Corvus brachyrhynchos","species","American Crow","adults",72,36
"909","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Larus californicus","species","California Gull","adults",38,59
"910","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria","Gillichthys mirabilis","species","Long-jawed Mudsucker","adults",84,50
"911","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Larus canus","species","Mew Gull","adults",72,60
"912","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Larus delawarensis","species","Ring-billed Gull","adults",72,61
"913","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Nycticorax nycticorax","species","Black-crowned Night Heron","adults",38,80
"914","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Egretta alba","species","Great Egret","adults",38,42
"915","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria","Hypsopsetta guttulata","species","Diamond Turbot","adults",84,56
"916","parasitic","Stictodora hancocki","species","Stictodora hancocki","adults","Procyon locator","species","Raccoon","adults",92,98
"917","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria","Acanthogobius flavimanus","species","Yellow-fin Goby","adults",84,1
"918","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria","Leptocottus armatus","species","Staghorn Sculpin","adults",84,63
"919","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Larus californicus","species","California Gull","adults",72,59
"920","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Numenius americanus","species","Long-billed Curlew","adults",72,77
"921","parasitic","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria","Paralichthys californicus","species","California Halibut","adults",84,84
"922","parasitic","Parvatrema sp.","genus","Parvatrema sp.","adults","Melanitta perspicillata","species","Surf Scoter","adults",72,71
"923","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",74,88
"924","parasitic","Phocitremoides ovale","species","Phocitremoides ovale","adults","Ardea herodius","species","Great Blue Heron","adults",74,14
"925","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Phalacrocorax penicillatus","species","Double-crested Cormorant","adults",38,88
"926","parasitic","Euhaplorchis californiensis","species","Euhaplorchis californiensis","adults","Ardea herodius","species","Great Blue Heron","adults",38,14
"927","predacious","Polydora nuchalis","species","Polydora nuchalis","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",80,57
"928","predacious","Hemigrapsus oregonensis","species","Green Shore Crab","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",44,75
"929","predacious","Pachygrapsus crassipes","species","Striped Shore Crab","adults","Salicornia virginica","species","Pickleweed","adults",68,105
"930","predacious","Pachygrapsus crassipes","species","Striped Shore Crab","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",68,75
"931","predacious","Fulica americana","species","American Coot","adults","Distichlis spicata","species","Salt Grass","adults",39,41
"932","predacious","Fulica americana","species","American Coot","adults","Frankenia salina","species","Alkali Heath","adults",39,47
"933","predacious","Fulica americana","species","American Coot","adults","Jaumea carnosa","species","Fleshy Jaumea","adults",39,58
"934","predacious","Fulica americana","species","American Coot","adults","Limonium californicum","species","California Sea Lavender","adults",39,65
"935","predacious","Fulica americana","species","American Coot","adults","Monanthocloe littoralis","species","Shore Grass","adults",39,74
"936","predacious","Fulica americana","species","American Coot","adults","Salicornia virginica","species","Pickleweed","adults",39,105
"937","predacious","Fulica americana","species","American Coot","adults","Cordylanthus maritimus","species","Salt Marsh Bird's Beak","adults",39,35
"938","predacious","Pluvialis squatarola","species","Black-bellied Plover","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",77,75
"939","predacious","Larus philadelphia","species","Bonaparte's Gull","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",52,75
"940","predacious","Bucephala albeola","species","Bufflehead","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",18,75
"941","predacious","Larus californicus","species","California Gull","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",49,75
"942","predacious","Larus canus","species","Mew Gull","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",50,75
"943","predacious","Larus delawarensis","species","Ring-billed Gull","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",51,75
"944","predacious","Melanitta perspicillata","species","Surf Scoter","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",59,75
"945","predacious","Catoptrophorus semipalmatus","species","Willet","adults","Mytilus galloprovincialis","species","Blue Mussel","adults",26,75
"946","parasitic","Apicomplexa","genus","apicomplexan-spionid","adults","Polydora nuchalis","species","Polydora nuchalis","adults",12,95
"947","parasitic","Polydora cilliata","species","Polydora cilliata","adults","Polydora nuchalis","species","Polydora nuchalis","adults",79,95
"948","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Culex tarsalis","species","Western Encephalitis Mosquito","adults",76,38
"949","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Recurvirostra americana","species","American Avocet","adults",76,101
"950","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Fulica americana","species","American Coot","adults",76,48
"951","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Corvus brachyrhynchos","species","American Crow","adults",76,36
"952","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Anas americana","species","American Wigeon","adults",76,8
"953","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Pluvialis squatarola","species","Black-bellied Plover","adults",76,92
"954","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Nycticorax nycticorax","species","Black-crowned Night Heron","adults",76,80
"955","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Ceryle alcyon","species","Belted Kingfisher","adults",76,30
"956","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Larus philadelphia","species","Bonaparte's Gull","adults",76,62
"957","parasitic","Plasmodium sp.","genus","Plasmodium sp.","adults","Bucephala albeola","species","Bufflehead","adults",76,18
